Epoch,Iteration,Training loss_classifier,Trainingg loss_box_reg,Training total_loss,Validation loss_classifier,Validation loss_box_reg,Training mAP,Training mAP50,Training mAP75,Training AR1,Training AR10,Training AR100,Training map_small,Training map_medium,Training map_large,Training mar_small,Training mar_medium,Training mar_large,Validation mAP,Validation mAP50,Validation mAP75,Validation AR1,Validation AR10,Validation AR100,Validation map_small,Validation map_medium,Validation map_large,Validation mar_small,Validation mar_medium,Validation mar_large,Learning Rate During Training
0,100,2.31430983543396,1.7040109634399414,"tensor(4.0183, device='cuda:0', grad_fn=<AddBackward0>)",2.359551191329956,2.1469454765319824,0.24982520937919617,0.568203330039978,0.11032532155513763,0.15833333134651184,0.38333332538604736,0.42500001192092896,-1.0,0.5438944101333618,0.15783947706222534,-1.0,0.6333333253860474,0.35555556416511536,0.10590045899152756,0.3221093416213989,0.07002700865268707,0.09436620026826859,0.24929577112197876,0.32042253017425537,0.2609838545322418,0.1905195266008377,0.0872836634516716,0.4124999940395355,0.38749998807907104,0.2990909218788147,0.002
1,100,2.460470676422119,1.0547891855239868,"tensor(3.5153, device='cuda:0', grad_fn=<AddBackward0>)",2.142524003982544,0.9330763220787048,0.4374947249889374,0.7470160722732544,0.4823196530342102,0.5,0.5249999761581421,0.5375000238418579,-1.0,-1.0,0.45121440291404724,-1.0,-1.0,0.5375000238418579,0.3225790560245514,0.7862786054611206,0.1935235857963562,0.2873239517211914,0.4697183072566986,0.4767605662345886,0.30367693305015564,0.36608096957206726,0.32156798243522644,0.44999998807907104,0.4791666567325592,0.4781818091869354,0.002
2,100,2.0245285034179688,0.6088274717330933,"tensor(2.6334, device='cuda:0', grad_fn=<AddBackward0>)",1.7313448190689087,0.8303014039993286,0.5253697037696838,0.7637906670570374,0.7637906670570374,0.4000000059604645,0.6727272868156433,0.6727272868156433,-1.0,-1.0,0.5253697037696838,-1.0,-1.0,0.6727272868156433,0.40719759464263916,0.8822512030601501,0.31228283047676086,0.34366196393966675,0.5478873252868652,0.5577464699745178,0.42636457085609436,0.5071771740913391,0.3930980861186981,0.6499999761581421,0.5791666507720947,0.5463636517524719,0.002
3,100,1.5612975358963013,0.6079642176628113,"tensor(2.1693, device='cuda:0', grad_fn=<AddBackward0>)",1.3995530605316162,0.6372814178466797,0.5714285969734192,1.0,0.7123762369155884,0.47999998927116394,0.6299999952316284,0.6299999952316284,0.10000000149011612,-1.0,0.6328147053718567,0.10000000149011612,-1.0,0.6888889074325562,0.4524073600769043,0.9412045478820801,0.36384350061416626,0.38943663239479065,0.5683098435401917,0.575352132320404,0.4442574381828308,0.5651841759681702,0.44016095995903015,0.48750001192092896,0.6541666388511658,0.5645454525947571,0.002
4,100,1.4135007858276367,0.5050186514854431,"tensor(1.9185, device='cuda:0', grad_fn=<AddBackward0>)",1.9963160753250122,1.206490159034729,0.7308415770530701,1.0,0.8900989890098572,0.5899999737739563,0.75,0.75,-1.0,0.8504950404167175,0.6821781992912292,-1.0,0.8500000238418579,0.6833333373069763,0.4912455677986145,0.9217525720596313,0.48210999369621277,0.39929577708244324,0.6007042527198792,0.6028168797492981,0.5929160714149475,0.5978636145591736,0.4712132513523102,0.6875,0.675000011920929,0.5809090733528137,0.002
5,100,0.9939219355583191,0.2577989399433136,"tensor(1.2517, device='cuda:0', grad_fn=<AddBackward0>)",1.2817968130111694,0.5772287249565125,0.7680743932723999,1.0,1.0,0.4769230782985687,0.800000011920929,0.800000011920929,-1.0,0.800000011920929,0.7650919556617737,-1.0,0.800000011920929,0.800000011920929,0.5711603760719299,0.9669076204299927,0.6331642866134644,0.4549295902252197,0.6570422649383545,0.6570422649383545,0.5647689700126648,0.6339412927627563,0.5677921175956726,0.7124999761581421,0.7166666388511658,0.6399999856948853,0.002
6,100,0.9200693368911743,0.38749584555625916,"tensor(1.3076, device='cuda:0', grad_fn=<AddBackward0>)",1.1784271001815796,0.48053520917892456,0.7685525417327881,1.0,0.8690869212150574,0.6888889074325562,0.7888888716697693,0.7888888716697693,-1.0,-1.0,0.7685525417327881,-1.0,-1.0,0.7888888716697693,0.5034937262535095,0.957278847694397,0.5176416039466858,0.4119718372821808,0.6133802533149719,0.6147887110710144,0.561511218547821,0.6087508201599121,0.490587443113327,0.6625000238418579,0.675000011920929,0.5981818437576294,0.002
7,100,0.8023808598518372,0.2849651873111725,"tensor(1.0873, device='cuda:0', grad_fn=<AddBackward0>)",0.6915559768676758,0.4620327055454254,0.7523809671401978,1.0,1.0,0.6200000047683716,0.7900000214576721,0.7900000214576721,0.800000011920929,0.8252475261688232,0.7387364506721497,0.800000011920929,0.8500000238418579,0.7714285850524902,0.5533219575881958,0.9534536004066467,0.5858681797981262,0.4408450722694397,0.6633802652359009,0.6633802652359009,0.6841050386428833,0.7034120559692383,0.5284077525138855,0.762499988079071,0.7541666626930237,0.6363636255264282,0.002
8,100,0.6191748976707458,0.17183752357959747,"tensor(0.7910, device='cuda:0', grad_fn=<AddBackward0>)",3.001697063446045,0.786736786365509,0.8295100927352905,1.0,1.0,0.6000000238418579,0.8454545736312866,0.8454545736312866,0.699999988079071,0.8999999761581421,0.8429985642433167,0.699999988079071,0.8999999761581421,0.855555534362793,0.5537707209587097,0.9548174738883972,0.5525018572807312,0.44859156012535095,0.6535211205482483,0.6535211205482483,0.6863613724708557,0.6621330380439758,0.5369238257408142,0.762499988079071,0.7166666388511658,0.6318181753158569,0.002
9,100,0.491578608751297,0.18916496634483337,"tensor(0.6807, device='cuda:0', grad_fn=<AddBackward0>)",2.7509851455688477,0.7942860126495361,0.8234794735908508,1.0,1.0,0.8374999761581421,0.8374999761581421,0.8374999761581421,-1.0,-1.0,0.8234794735908508,-1.0,-1.0,0.8374999761581421,0.5809459686279297,0.9611852169036865,0.6294320225715637,0.46338027715682983,0.6788732409477234,0.6788732409477234,0.6808910965919495,0.6945387721061707,0.5611083507537842,0.737500011920929,0.762499988079071,0.6563636660575867,0.002
10,100,0.3147229850292206,0.11788462102413177,"tensor(0.4326, device='cuda:0', grad_fn=<AddBackward0>)",2.147768259048462,0.7267267107963562,0.8478736281394958,1.0,1.0,0.7200000286102295,0.8799999952316284,0.8799999952316284,-1.0,0.800000011920929,0.8539368510246277,-1.0,0.800000011920929,0.8888888955116272,0.5826343894004822,0.958508312702179,0.5804965496063232,0.4676056206226349,0.6830986142158508,0.6830986142158508,0.7182053327560425,0.700268030166626,0.5643438100814819,0.7875000238418579,0.7666666507720947,0.6572727560997009,0.001
11,100,0.29372867941856384,0.09087499231100082,"tensor(0.3846, device='cuda:0', grad_fn=<AddBackward0>)",2.871042013168335,0.7051441073417664,0.8683652877807617,1.0,1.0,0.5214285850524902,0.8928571343421936,0.8928571343421936,-1.0,-1.0,0.8683652877807617,-1.0,-1.0,0.8928571343421936,0.5852678418159485,0.9539631605148315,0.6158388257026672,0.4711267650127411,0.6873239278793335,0.6873239278793335,0.7724422216415405,0.7072539925575256,0.5617563724517822,0.824999988079071,0.7666666507720947,0.6600000262260437,0.001
12,100,0.31075602769851685,0.05877237766981125,"tensor(0.3695, device='cuda:0', grad_fn=<AddBackward0>)",1.4867533445358276,0.5939467549324036,0.9138726592063904,1.0,1.0,0.6909090876579285,0.9363636374473572,0.9363636374473572,-1.0,0.9504950642585754,0.910286009311676,-1.0,0.949999988079071,0.9333333373069763,0.5978869795799255,0.9554204344749451,0.6186208724975586,0.47746479511260986,0.6978873014450073,0.6978873014450073,0.7222399711608887,0.7012855410575867,0.5802375078201294,0.7875000238418579,0.7791666388511658,0.6736363768577576,0.001
13,100,0.15800580382347107,0.07884103804826736,"tensor(0.2368, device='cuda:0', grad_fn=<AddBackward0>)",1.5154705047607422,0.25574618577957153,0.9352192282676697,1.0,1.0,0.8333333134651184,0.9444444179534912,0.9444444179534912,-1.0,-1.0,0.9352192282676697,-1.0,-1.0,0.9444444179534912,0.598537027835846,0.9494244456291199,0.6421770453453064,0.48028168082237244,0.6971830725669861,0.6971830725669861,0.7245827317237854,0.7184763550758362,0.5809687376022339,0.737500011920929,0.7916666865348816,0.6736363768577576,0.001
14,100,0.15637877583503723,0.06565108150243759,"tensor(0.2220, device='cuda:0', grad_fn=<AddBackward0>)",2.7390854358673096,0.581339418888092,0.8791886568069458,1.0,1.0,0.6727272868156433,0.918181836605072,0.918181836605072,-1.0,-1.0,0.8791886568069458,-1.0,-1.0,0.918181836605072,0.6018908023834229,0.9496756792068481,0.6091191172599792,0.4866197109222412,0.705633819103241,0.705633819103241,0.7552805542945862,0.718428909778595,0.5856506824493408,0.762499988079071,0.7875000238418579,0.6836363673210144,0.001
15,100,0.12993577122688293,0.06709156930446625,"tensor(0.1970, device='cuda:0', grad_fn=<AddBackward0>)",1.8306870460510254,0.6373166441917419,0.9222442507743835,1.0,1.0,0.5,0.9399999976158142,0.9399999976158142,-1.0,0.9252475500106812,0.9245874881744385,-1.0,0.949999988079071,0.9333333373069763,0.5969762802124023,0.9511597156524658,0.6387180685997009,0.4781690239906311,0.6971830725669861,0.6971830725669861,0.7133663296699524,0.7258663177490234,0.5788253545761108,0.7250000238418579,0.7958333492279053,0.6736363768577576,0.001
16,100,0.06263809651136398,0.05530466139316559,"tensor(0.1179, device='cuda:0', grad_fn=<AddBackward0>)",1.3978842496871948,0.2823088467121124,0.8905088305473328,1.0,1.0,0.5538461804389954,0.9076923131942749,0.9076923131942749,-1.0,0.8610560894012451,0.9054455161094666,-1.0,0.8999999761581421,0.9100000262260437,0.5846510529518127,0.9481343626976013,0.6104137897491455,0.4746478796005249,0.6943662166595459,0.6943662166595459,0.7475247383117676,0.7193934321403503,0.5600988268852234,0.75,0.800000011920929,0.6672727465629578,0.001
17,100,0.08992466330528259,0.048582326620817184,"tensor(0.1385, device='cuda:0', grad_fn=<AddBackward0>)",0.9150077104568481,0.19330641627311707,0.907355010509491,1.0,1.0,0.925000011920929,0.925000011920929,0.925000011920929,-1.0,1.0,0.9024752378463745,-1.0,1.0,0.9142857193946838,0.5881524682044983,0.9497597813606262,0.5978763699531555,0.4732394218444824,0.6922535300254822,0.6922535300254822,0.7252475023269653,0.7095522284507751,0.5694422125816345,0.737500011920929,0.7875000238418579,0.668181836605072,0.001
18,100,0.16354267299175262,0.03977738693356514,"tensor(0.2033, device='cuda:0', grad_fn=<AddBackward0>)",2.4394068717956543,0.5626850128173828,0.9372637271881104,1.0,1.0,0.6333333253860474,0.9416666626930237,0.9416666626930237,-1.0,0.9085808396339417,0.9504950642585754,-1.0,0.925000011920929,0.949999988079071,0.6029706001281738,0.9500563144683838,0.6121816635131836,0.48380282521247864,0.7035211324691772,0.7035211324691772,0.7098302841186523,0.7297664880752563,0.5796562433242798,0.7250000238418579,0.7916666865348816,0.6827272772789001,0.001
19,100,0.051448095589876175,0.04496996849775314,"tensor(0.0964, device='cuda:0', grad_fn=<AddBackward0>)",0.7143903970718384,0.1396736055612564,0.9397139549255371,1.0,1.0,0.855555534362793,0.9555555582046509,0.9555555582046509,-1.0,-1.0,0.9397139549255371,-1.0,-1.0,0.9555555582046509,0.5841295123100281,0.9500719308853149,0.5991072058677673,0.47535210847854614,0.6992957592010498,0.6992957592010498,0.7574257254600525,0.7068829536437988,0.5587484836578369,0.762499988079071,0.7875000238418579,0.6754545569419861,0.001
20,100,0.044823627918958664,0.023803696036338806,"tensor(0.0686, device='cuda:0', grad_fn=<AddBackward0>)",1.7685298919677734,0.39601829648017883,1.0,1.0,1.0,0.800000011920929,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5855629444122314,0.9504057765007019,0.5938106775283813,0.4746478796005249,0.6964788436889648,0.6964788436889648,0.7184111475944519,0.714783251285553,0.564570426940918,0.737500011920929,0.7958333492279053,0.671818196773529,0.0005
21,100,0.1019548773765564,0.02818945050239563,"tensor(0.1301, device='cuda:0', grad_fn=<AddBackward0>)",2.3910741806030273,0.46500930190086365,0.9453402757644653,1.0,1.0,0.6333333253860474,0.949999988079071,0.949999988079071,-1.0,0.9504950642585754,0.9456270337104797,-1.0,0.949999988079071,0.949999988079071,0.6003488898277283,0.9503605961799622,0.6131402254104614,0.4816901385784149,0.7035211324691772,0.7035211324691772,0.7574257254600525,0.7403761744499207,0.5763604044914246,0.762499988079071,0.800000011920929,0.6781818270683289,0.0005
22,100,0.046313874423503876,0.023803647607564926,"tensor(0.0701, device='cuda:0', grad_fn=<AddBackward0>)",1.0607519149780273,0.20603406429290771,0.9776237607002258,1.0,1.0,0.7181817889213562,0.9818181991577148,0.9818181991577148,-1.0,0.9792079329490662,0.9803630113601685,-1.0,0.9800000190734863,0.9833333492279053,0.5825349688529968,0.9468604922294617,0.5943009853363037,0.4732394218444824,0.7007042169570923,0.7007042169570923,0.7184111475944519,0.7177428603172302,0.5608787536621094,0.737500011920929,0.800000011920929,0.6763636469841003,0.0005
23,100,0.023102089762687683,0.024624409154057503,"tensor(0.0477, device='cuda:0', grad_fn=<AddBackward0>)",4.6183881759643555,0.5068327188491821,0.9698727130889893,1.0,1.0,0.9750000238418579,0.9750000238418579,0.9750000238418579,-1.0,-1.0,0.9698727130889893,-1.0,-1.0,0.9750000238418579,0.5930110216140747,0.9472069144248962,0.609616756439209,0.47042253613471985,0.6971830725669861,0.6971830725669861,0.7306930422782898,0.7441779375076294,0.5687649846076965,0.737500011920929,0.800000011920929,0.671818196773529,0.0005
24,100,0.04287207871675491,0.03077983856201172,"tensor(0.0737, device='cuda:0', grad_fn=<AddBackward0>)",1.9940382242202759,0.6985533237457275,0.9595945477485657,1.0,1.0,0.855555534362793,0.9666666388511658,0.9666666388511658,-1.0,-1.0,0.9595945477485657,-1.0,-1.0,0.9666666388511658,0.5847795605659485,0.9458434581756592,0.6090211868286133,0.4711267650127411,0.6992957592010498,0.6992957592010498,0.7306930422782898,0.7169803380966187,0.5607005953788757,0.737500011920929,0.7958333492279053,0.6754545569419861,0.0005
25,100,0.1127798929810524,0.03146784007549286,"tensor(0.1442, device='cuda:0', grad_fn=<AddBackward0>)",0.7797920107841492,0.41861066222190857,0.9518151879310608,1.0,1.0,0.855555534362793,0.9666666388511658,0.9666666388511658,-1.0,1.0,0.9405940771102905,-1.0,1.0,0.9399999976158142,0.6022444367408752,0.948386013507843,0.6298490762710571,0.4760563373565674,0.7049295902252197,0.7049295902252197,0.7306930422782898,0.7408394813537598,0.5807939171791077,0.737500011920929,0.8083333373069763,0.6800000071525574,0.0005
26,100,0.09979820996522903,0.0180869959294796,"tensor(0.1179, device='cuda:0', grad_fn=<AddBackward0>)",2.447732448577881,0.5895554423332214,0.9702970385551453,1.0,1.0,0.7799999713897705,0.9700000286102295,0.9700000286102295,-1.0,0.9504950642585754,0.9831683039665222,-1.0,0.949999988079071,0.9833333492279053,0.5897684097290039,0.9476004242897034,0.6239966154098511,0.47042253613471985,0.6964788436889648,0.6964788436889648,0.7306930422782898,0.7186504602432251,0.5689651966094971,0.737500011920929,0.800000011920929,0.6709091067314148,0.0005
27,100,0.1423913538455963,0.023467861115932465,"tensor(0.1659, device='cuda:0', grad_fn=<AddBackward0>)",0.9604796171188354,0.16427898406982422,0.9444059133529663,1.0,1.0,0.6416666507720947,0.9583333134651184,0.9583333134651184,0.9504950642585754,0.9252475500106812,0.9526402354240417,0.949999988079071,0.949999988079071,0.9666666388511658,0.5834791660308838,0.9476358294487,0.5875597596168518,0.4697183072566986,0.6971830725669861,0.6971830725669861,0.7272277474403381,0.7435791492462158,0.559516966342926,0.737500011920929,0.800000011920929,0.671818196773529,0.0005
28,100,0.07077831774950027,0.016934577375650406,"tensor(0.0877, device='cuda:0', grad_fn=<AddBackward0>)",1.4041194915771484,0.10261758416891098,0.9252475500106812,1.0,1.0,0.7599999904632568,0.949999988079071,0.949999988079071,-1.0,0.8999999761581421,0.9308030605316162,-1.0,0.8999999761581421,0.9555555582046509,0.588294267654419,0.9484016299247742,0.6011557579040527,0.47394365072250366,0.7035211324691772,0.7035211324691772,0.737128734588623,0.71865314245224,0.565101683139801,0.75,0.800000011920929,0.6790909171104431,0.0005
29,100,0.0734836757183075,0.021803393959999084,"tensor(0.0953, device='cuda:0', grad_fn=<AddBackward0>)",0.938753604888916,0.22803686559200287,1.0,1.0,1.0,0.7272727489471436,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5900603532791138,0.9502108693122864,0.6187276244163513,0.4760563373565674,0.7021126747131348,0.7021126747131348,0.7455445528030396,0.7411644458770752,0.569861888885498,0.75,0.7958333492279053,0.6781818270683289,0.0005
30,100,0.0905582532286644,0.015567188151180744,"tensor(0.1061, device='cuda:0', grad_fn=<AddBackward0>)",4.100956916809082,0.9427429437637329,0.9553807377815247,1.0,1.0,0.48750001192092896,0.96875,0.96875,-1.0,-1.0,0.9553807377815247,-1.0,-1.0,0.96875,0.5890374779701233,0.9508762955665588,0.6021169424057007,0.47183099389076233,0.6992957592010498,0.6992957592010498,0.7306930422782898,0.7089906334877014,0.5709443688392639,0.737500011920929,0.7916666865348816,0.6763636469841003,0.00025
31,100,0.06435809284448624,0.015433805994689465,"tensor(0.0798, device='cuda:0', grad_fn=<AddBackward0>)",3.1741201877593994,0.7959938645362854,0.9900990128517151,1.0,1.0,0.7900000214576721,0.9900000095367432,0.9900000095367432,-1.0,-1.0,0.9900990128517151,-1.0,-1.0,0.9900000095367432,0.588251531124115,0.9450919032096863,0.6164215803146362,0.47394365072250366,0.7014084458351135,0.7014084458351135,0.7306930422782898,0.7194215059280396,0.5657891035079956,0.737500011920929,0.7958333492279053,0.6781818270683289,0.00025
32,100,0.05002516508102417,0.019092686474323273,"tensor(0.0691, device='cuda:0', grad_fn=<AddBackward0>)",0.5794234871864319,0.2896733283996582,0.9782178401947021,1.0,1.0,0.7900000214576721,0.9800000190734863,0.9800000190734863,-1.0,0.9252475500106812,0.987128734588623,-1.0,0.949999988079071,0.987500011920929,0.5822599530220032,0.9470021724700928,0.5962913632392883,0.47253522276878357,0.7014084458351135,0.7014084458351135,0.737128734588623,0.7194361090660095,0.5588462352752686,0.75,0.800000011920929,0.6763636469841003,0.00025
33,100,0.02760562300682068,0.01513415202498436,"tensor(0.0427, device='cuda:0', grad_fn=<AddBackward0>)",3.8257546424865723,0.7154701352119446,0.9762375950813293,1.0,1.0,0.987500011920929,0.987500011920929,0.987500011920929,-1.0,1.0,0.9693069458007812,-1.0,1.0,0.9833333492279053,0.5763168931007385,0.9449480772018433,0.5807355642318726,0.46901407837867737,0.6971830725669861,0.6971830725669861,0.737128734588623,0.7180163860321045,0.5532292723655701,0.75,0.7958333492279053,0.671818196773529,0.00025
34,100,0.055409740656614304,0.013368792831897736,"tensor(0.0688, device='cuda:0', grad_fn=<AddBackward0>)",3.0229761600494385,0.4197050929069519,0.9869086742401123,1.0,1.0,0.8777777552604675,0.9888888597488403,0.9888888597488403,1.0,0.8999999761581421,1.0,1.0,0.8999999761581421,1.0,0.5855770111083984,0.9459523558616638,0.5926611423492432,0.4732394218444824,0.7014084458351135,0.7014084458351135,0.737128734588623,0.7345712780952454,0.561037003993988,0.75,0.7916666865348816,0.6781818270683289,0.00025
35,100,0.06561031937599182,0.02074102871119976,"tensor(0.0864, device='cuda:0', grad_fn=<AddBackward0>)",1.4025018215179443,0.26463940739631653,1.0,1.0,1.0,0.7272727489471436,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.582851767539978,0.9502868056297302,0.6011746525764465,0.4732394218444824,0.7021126747131348,0.7021126747131348,0.737128734588623,0.7164216637611389,0.5597339868545532,0.75,0.7958333492279053,0.6781818270683289,0.00025
36,100,0.06301230192184448,0.019742611795663834,"tensor(0.0828, device='cuda:0', grad_fn=<AddBackward0>)",2.291534185409546,0.35312676429748535,0.9617986679077148,1.0,1.0,0.8666666746139526,0.9666666388511658,0.9666666388511658,-1.0,0.9504950642585754,0.9689769148826599,-1.0,0.949999988079071,0.9714285731315613,0.5818610191345215,0.9458154439926147,0.5754285454750061,0.47253522276878357,0.7021126747131348,0.7021126747131348,0.737128734588623,0.7310768365859985,0.5568514466285706,0.75,0.800000011920929,0.6772727370262146,0.00025
37,100,0.03651273995637894,0.014094339683651924,"tensor(0.0506, device='cuda:0', grad_fn=<AddBackward0>)",1.3746464252471924,0.11373267322778702,1.0,1.0,1.0,0.8888888955116272,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5846209526062012,0.9488961100578308,0.6208271980285645,0.4697183072566986,0.6985915303230286,0.6985915303230286,0.7272277474403381,0.7202578783035278,0.560427725315094,0.737500011920929,0.7916666865348816,0.6754545569419861,0.00025
38,100,0.017362121492624283,0.013983964920043945,"tensor(0.0313, device='cuda:0', grad_fn=<AddBackward0>)",1.9616214036941528,0.5613371133804321,0.9844884276390076,1.0,1.0,0.8888888955116272,0.9888888597488403,0.9888888597488403,-1.0,-1.0,0.9844884276390076,-1.0,-1.0,0.9888888597488403,0.5787577033042908,0.9462099075317383,0.5859829187393188,0.47183099389076233,0.702816903591156,0.702816903591156,0.737128734588623,0.7477941513061523,0.5512866377830505,0.75,0.800000011920929,0.6781818270683289,0.00025
39,100,0.04917512089014053,0.018980903550982475,"tensor(0.0682, device='cuda:0', grad_fn=<AddBackward0>)",3.974250316619873,0.6465333104133606,0.9685840010643005,1.0,1.0,0.8666666746139526,0.9777777791023254,0.9777777791023254,1.0,0.9504950642585754,0.972112238407135,1.0,0.949999988079071,0.9833333492279053,0.5817937254905701,0.9464846849441528,0.602439284324646,0.4711267650127411,0.699999988079071,0.699999988079071,0.737128734588623,0.7318272590637207,0.5600613355636597,0.75,0.7916666865348816,0.6763636469841003,0.00025
40,100,0.10170740634202957,0.07969751954078674,"tensor(0.1814, device='cuda:0', grad_fn=<AddBackward0>)",4.895238399505615,0.7476114630699158,0.9168316721916199,1.0,0.8811880946159363,0.8888888955116272,0.9222221970558167,0.9222221970558167,-1.0,-1.0,0.9168316721916199,-1.0,-1.0,0.9222221970558167,0.5928114056587219,0.9496914744377136,0.616147518157959,0.47183099389076233,0.7014084458351135,0.7014084458351135,0.7272277474403381,0.7101505994796753,0.5774177312850952,0.737500011920929,0.7916666865348816,0.6790909171104431,0.000125
41,100,0.075200654566288,0.015889866277575493,"tensor(0.0911, device='cuda:0', grad_fn=<AddBackward0>)",3.573234796524048,0.5963691473007202,0.9623762369155884,1.0,1.0,0.7272727489471436,0.9636363387107849,0.9636363387107849,-1.0,1.0,0.9603960514068604,-1.0,1.0,0.9599999785423279,0.5937343239784241,0.9455108046531677,0.6226662397384644,0.47746479511260986,0.7007042169570923,0.7007042169570923,0.7272277474403381,0.736671507358551,0.5719819664955139,0.737500011920929,0.7916666865348816,0.6781818270683289,0.000125
42,100,0.027372142300009727,0.010299374349415302,"tensor(0.0377, device='cuda:0', grad_fn=<AddBackward0>)",0.23674467206001282,0.166620671749115,1.0,1.0,1.0,0.800000011920929,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5876081585884094,0.9482788443565369,0.6057621836662292,0.4795774519443512,0.7035211324691772,0.7035211324691772,0.737128734588623,0.7306564450263977,0.5627371072769165,0.75,0.800000011920929,0.6790909171104431,0.000125
43,100,0.03349301964044571,0.013020636513829231,"tensor(0.0465, device='cuda:0', grad_fn=<AddBackward0>)",1.822266697883606,0.48381659388542175,0.9881188273429871,1.0,1.0,0.8777777552604675,0.9888888597488403,0.9888888597488403,0.8999999761581421,-1.0,1.0,0.8999999761581421,-1.0,1.0,0.5858734846115112,0.9479594230651855,0.596894383430481,0.47887325286865234,0.7035211324691772,0.7035211324691772,0.737128734588623,0.746647298336029,0.5621200799942017,0.75,0.800000011920929,0.6790909171104431,0.000125
44,100,0.012708881869912148,0.010867241770029068,"tensor(0.0236, device='cuda:0', grad_fn=<AddBackward0>)",0.9572221636772156,0.19947919249534607,1.0,1.0,1.0,0.800000011920929,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5849969387054443,0.9493434429168701,0.6014896035194397,0.47746479511260986,0.7021126747131348,0.7021126747131348,0.737128734588623,0.7224476337432861,0.5602669715881348,0.75,0.7958333492279053,0.6781818270683289,0.000125
45,100,0.02761048637330532,0.013572677969932556,"tensor(0.0412, device='cuda:0', grad_fn=<AddBackward0>)",3.9769043922424316,0.7603952288627625,0.9840346574783325,1.0,1.0,0.987500011920929,0.987500011920929,0.987500011920929,-1.0,-1.0,0.9840346574783325,-1.0,-1.0,0.987500011920929,0.5965468883514404,0.9488111138343811,0.6426650881767273,0.4795774519443512,0.7042253613471985,0.7042253613471985,0.737128734588623,0.7283517718315125,0.577976644039154,0.75,0.7958333492279053,0.6809090971946716,0.000125
46,100,0.0341445617377758,0.011202836409211159,"tensor(0.0453, device='cuda:0', grad_fn=<AddBackward0>)",1.243300437927246,0.3310070037841797,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.5843850374221802,0.9466645121574402,0.6186182498931885,0.47746479511260986,0.7021126747131348,0.7021126747131348,0.737128734588623,0.7298403978347778,0.5595400333404541,0.75,0.8041666746139526,0.6763636469841003,0.000125
47,100,0.010342851281166077,0.007716241758316755,"tensor(0.0181, device='cuda:0', grad_fn=<AddBackward0>)",5.207613468170166,0.6444926261901855,1.0,1.0,1.0,0.800000011920929,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.5921561121940613,0.9500886797904968,0.6283004283905029,0.47746479511260986,0.7021126747131348,0.7021126747131348,0.737128734588623,0.742668092250824,0.5712539553642273,0.75,0.800000011920929,0.6772727370262146,0.000125
48,100,0.12530319392681122,0.013534901663661003,"tensor(0.1388, device='cuda:0', grad_fn=<AddBackward0>)",5.643373489379883,0.6328791379928589,0.9681960940361023,1.0,1.0,0.4588235318660736,0.9764705896377563,0.9764705896377563,0.9052475094795227,0.9584158658981323,1.0,0.949999988079071,0.9599999785423279,1.0,0.5829808712005615,0.9462560415267944,0.5995674133300781,0.4767605662345886,0.7014084458351135,0.7014084458351135,0.737128734588623,0.7154063582420349,0.5632320046424866,0.75,0.7958333492279053,0.6772727370262146,0.000125
49,100,0.07994323968887329,0.01905248500406742,"tensor(0.0990, device='cuda:0', grad_fn=<AddBackward0>)",2.9657351970672607,0.7590563893318176,0.9534653425216675,1.0,1.0,0.7181817889213562,0.9545454382896423,0.9545454382896423,-1.0,-1.0,0.9534653425216675,-1.0,-1.0,0.9545454382896423,0.608690083026886,0.9503906965255737,0.6359572410583496,0.47746479511260986,0.7035211324691772,0.7035211324691772,0.737128734588623,0.754801869392395,0.5802913904190063,0.75,0.8041666746139526,0.6781818270683289,0.000125
